ID,VIOLATION LAST MODIFIED DATE,VIOLATION DATE,VIOLATION CODE,VIOLATION STATUS,VIOLATION STATUS DATE,VIOLATION DESCRIPTION,VIOLATION LOCATION,VIOLATION INSPECTOR COMMENTS,VIOLATION ORDINANCE,INSPECTOR ID,INSPECTION NUMBER,INSPECTION STATUS,INSPECTION WAIVED,INSPECTION CATEGORY,DEPARTMENT BUREAU,ADDRESS,STREET NUMBER,STREET DIRECTION,STREET NAME,STREET TYPE,PROPERTY GROUP,SSA,LATITUDE,LONGITUDE,LOCATION,YEAR,MONTH,DAY
6732617,01/14/2022,01/14/2022,CN077014,OPEN,,REPAIR FENCE,OTHER   :    :OTHER,REAR YARD / CHAINLINK FENCE -  DAMAGED.,"Failed to maintain fence in good condition and repair.  (7-28-060, 13-196-630, 13-196-641)",371335,13645433,FAILED,N,COMPLAINT,CONSERVATION,8919 S NORMAL AVE,8919,S,NORMAL,AVE,467241,,41.732001863,-87.63606108,"(41.73200186325397, -87.63606108043376)",2022,01,14
6732513,01/18/2022,01/14/2022,EV1110,OPEN,,MAINTAIN OR REPAIR ELECT ELEVA,,"REMOVE ALL PRESENT EMERG. STOP SWITCHES AND REPLACE WITH KEYED,TO BOTH ELEVATORS COP PANELS.","Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",BL00957,11657069,FAILED,N,PERIODIC,ELEVATOR,707 W JUNIOR TER,707,W,JUNIOR,TER,10124,,41.960880723,-87.647817476,"(41.960880722763825, -87.64781747586154)",2022,01,14
6732599,01/14/2022,01/14/2022,CN065014,OPEN,,REPAIR LINTELS,OTHER   :    :OTHER,"WEST ELEVATION / SOUTH BALCONY LINTWL - RUSTED, SAGGING AND DETERIORATED WITH MORTAR PACKED BETWEEN BRICK AND LINTEL. PLANS AND PERMIT REQUIRED TO REPAIR LINTEL. SUBJECT TO FIELD INSPECTION AND APPROVAL.","Failed to maintain lintel in good repair and free from cracks and defects.  (13-196-530(e), 13-196-641)",371335,13645427,FAILED,N,COMPLAINT,CONSERVATION,5641 S CAMPBELL AVE,5641,S,CAMPBELL,AVE,350332,,41.790776377,-87.686247373,"(41.79077637686198, -87.68624737275451)",2022,01,14
6732512,01/18/2022,01/14/2022,EV1110,OPEN,,MAINTAIN OR REPAIR ELECT ELEVA,,"INSTALL DROP KEY ACCESS PASENGER ELEV.ALL FLRS,SINGLE HOISTWAY NO EGRESS.","Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",BL00957,11657069,FAILED,N,PERIODIC,ELEVATOR,707 W JUNIOR TER,707,W,JUNIOR,TER,10124,,41.960880723,-87.647817476,"(41.960880722763825, -87.64781747586154)",2022,01,14
6732843,01/12/2022,01/12/2022,CN106015,OPEN,,REPAIR INTERIOR STAIR SYSTEM,INTERIOR:001 :,SECTION OF HANDRAIL MISSING FROM 1ST FLOOR TO ATTIC/2ND FLOOR.,Failed to maintain interior stairway system in safe condition and sound repair. (13-196-570),BL01000,13645703,FAILED,N,COMPLAINT,CONSERVATION,8724 S ESSEX AVE,8724,S,ESSEX,AVE,465379,,41.736425373,-87.563776085,"(41.73642537312045, -87.56377608487081)",2022,01,12
6732615,01/14/2022,01/14/2022,CN070014,OPEN,,REPAIR EXTERIOR STAIR,OTHER   :    :OTHER,"WEST ELEVATION / MASONRY ENTRY STAIRS / BRICK WALLS - FRACTURES, PULLING AWAY FROM STAIRS AND LEANING OUT OF PLUMB.","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)",371335,13645433,FAILED,N,COMPLAINT,CONSERVATION,8919 S NORMAL AVE,8919,S,NORMAL,AVE,467241,,41.732001863,-87.63606108,"(41.73200186325397, -87.63606108043376)",2022,01,14
6732517,01/18/2022,01/14/2022,EV1110,OPEN,,MAINTAIN OR REPAIR ELECT ELEVA,,REPAIR SERV. ELEV. GATE RESTRICTOR TO WORK PROPERLY,"Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",BL00957,11657069,FAILED,N,PERIODIC,ELEVATOR,707 W JUNIOR TER,707,W,JUNIOR,TER,10124,,41.960880723,-87.647817476,"(41.960880722763825, -87.64781747586154)",2022,01,14
6732954,01/13/2022,01/13/2022,CN132016,OPEN,,HEAT UNIT ADEQUATELY,INTERIOR:001 :,APT. #6814/1ST FLOOR - ROOM TEMPERATURES IN THE BASEMENT WERE 63-64 DEGREES AT TIME OF INSPECTION; INSUFFICIENT HEAT PROVIDED. (APARTMENT IS A DUPLEX.),Heat dwelling unit adequately from September 15th to June 1st. (13-196-410),BL01000,13645744,FAILED,N,COMPLAINT,CONSERVATION,6814 S OGLESBY AVE,6814,S,OGLESBY,AVE,20040,,41.77122532,-87.568427826,"(41.7712253196038, -87.56842782597438)",2022,01,13
6733089,01/14/2022,01/14/2022,CN073014,OPEN,,REPAIR EXTERIOR DOOR,EXTERIOR:N   :,FRONT ENTRY DOOR - BROKEN LITE,"Failed to maintain exterior door in sound condition and repair.  (13-196-550(d) and (e), 13-196-641)",BL01000,13645824,FAILED,N,COMPLAINT,CONSERVATION,5436 S AUSTIN AVE,5436,S,AUSTIN,AVE,24346,,41.793088747,-87.772229362,"(41.79308874664365, -87.7722293622918)",2022,01,14
6732606,01/14/2022,01/14/2022,CN070014,OPEN,,REPAIR EXTERIOR STAIR,OTHER   :    :OTHER,"EAST ELEVATION / MASONRY STAIRS - SPALLED AND MISISNG CONCRETE. BRICK WALLS - FRACTURES, SPERATING AND LEANING OUT OF PLUMB.","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)",371335,13645429,FAILED,N,COMPLAINT,CONSERVATION,4332 S ROCKWELL ST,4332,S,ROCKWELL,ST,312779,,41.814626143,-87.689644866,"(41.814626142728684, -87.68964486610865)",2022,01,14
6732748,05/10/2022,01/15/2022,EV1110,OPEN,,MAINTAIN OR REPAIR ELECT ELEVA,,TEST FAID'S,"Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",541345,13818958,FAILED,N,PERMIT,ELEVATOR,1165 N MILWAUKEE AVE,1165,N,MILWAUKEE,AVE,3169,33.0,41.903005039,-87.665706544,"(41.903005039235026, -87.66570654445466)",2022,01,15
6732848,01/12/2022,01/12/2022,CN104045,OPEN,,"WINDOW OPEN EASILY, STAY OPEN",INTERIOR:001 :,"1ST, 2ND FLOOR - WINDOWS - WILL NOT REMAIN CLOSED; DIFFICULT TO CLOSE","Failed to maintain windows, other than a fixed window, so they are easily opened and can be held in position by window hardware.  (13-196-550(c))",BL01000,13645703,FAILED,N,COMPLAINT,CONSERVATION,8724 S ESSEX AVE,8724,S,ESSEX,AVE,465379,,41.736425373,-87.563776085,"(41.73642537312045, -87.56377608487081)",2022,01,12
6732516,01/18/2022,01/14/2022,EV1110,OPEN,,MAINTAIN OR REPAIR ELECT ELEVA,,SECURE AND COVER EXPOSED WIRES IN BOX UNDER PASENGR ELEVATOR.,"Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",BL00957,11657069,FAILED,N,PERIODIC,ELEVATOR,707 W JUNIOR TER,707,W,JUNIOR,TER,10124,,41.960880723,-87.647817476,"(41.960880722763825, -87.64781747586154)",2022,01,14
6732598,01/14/2022,01/14/2022,CN061014,OPEN,,REPAIR EXTERIOR WALL,OTHER   :    :OTHER,FRONT MASONRY STAIR BRICK WALLS - FRACTURES.,"Failed to maintain the exterior walls of a building or structure free from holes, breaks, loose or rotting boards or timbers and any other conditions which might admit rain or dampness to the walls.  (13-196-530(b), 13-196-641)",371335,13645427,FAILED,N,COMPLAINT,CONSERVATION,5641 S CAMPBELL AVE,5641,S,CAMPBELL,AVE,350332,,41.790776377,-87.686247373,"(41.79077637686198, -87.68624737275451)",2022,01,14
6732774,01/12/2022,01/12/2022,CN077014,OPEN,,REPAIR FENCE,EXTERIOR:N   :,WOODEN FENCE - SWINGS OUT ONTO AND LEANING TOWARDS PUBLIC SIDEWALK; RUBBING AGAINST SERVICEWALK.,"Failed to maintain fence in good condition and repair.  (7-28-060, 13-196-630, 13-196-641)",BL01000,13645656,FAILED,N,COMPLAINT,CONSERVATION,1527 W 107TH ST,1527,W,107TH,ST,515437,,41.699299013,-87.661584919,"(41.699299013141, -87.66158491884683)",2022,01,12
6732518,01/18/2022,01/14/2022,EV1110,OPEN,,MAINTAIN OR REPAIR ELECT ELEVA,,SIGNAGE ON PASNGR ELEV.IN OVERHEAD AND MACH. ROOM NO CLEARENCE FOR CAM DEVICE ON TOP OF ELEVATOR.,"Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",BL00957,11657069,FAILED,N,PERIODIC,ELEVATOR,707 W JUNIOR TER,707,W,JUNIOR,TER,10124,,41.960880723,-87.647817476,"(41.960880722763825, -87.64781747586154)",2022,01,14
6732607,01/14/2022,01/14/2022,CN190019,OPEN,,ARRANGE PREMISE INSPECTION,OTHER   :    :OTHER,"INTERIOR OF BUILDING - NO RESPONSE, UNVERIFIED DETECTORS, CONDITIONS AND OCCUPANCY.",Arrange for inspection of premises. (13-12-100),371335,13645429,FAILED,N,COMPLAINT,CONSERVATION,4332 S ROCKWELL ST,4332,S,ROCKWELL,ST,312779,,41.814626143,-87.689644866,"(41.814626142728684, -87.68964486610865)",2022,01,14
6732616,01/14/2022,01/14/2022,CN067024,OPEN,,REPAIR EAVES,OTHER   :    :OTHER,WEST ELEVATION / EAVES -  HOLES.,"Failed to maintain roof eaves in good repair and free from cracks and defects which may admit rain.  (13-196-530, 13-196-530(c), and 13-196-641)",371335,13645433,FAILED,N,COMPLAINT,CONSERVATION,8919 S NORMAL AVE,8919,S,NORMAL,AVE,467241,,41.732001863,-87.63606108,"(41.73200186325397, -87.63606108043376)",2022,01,14
6732511,01/18/2022,01/14/2022,EV1110,OPEN,,MAINTAIN OR REPAIR ELECT ELEVA,,CAT-5 TEST OVERDUE SERV. ELEV.,"Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",BL00957,11657069,FAILED,N,PERIODIC,ELEVATOR,707 W JUNIOR TER,707,W,JUNIOR,TER,10124,,41.960880723,-87.647817476,"(41.960880722763825, -87.64781747586154)",2022,01,14
6732791,03/20/2023,01/12/2022,CN134066,COMPLIED,11/03/2022,RAT PROOF EXTERIOR DOOR,EXTERIOR:W   :BL00876,1ST FLOOR/RESIDENTIAL ENTRY DOOR - GAPS AT BOTTOM OF DOOR ALLOWING RATS TO ENTER BUILDING,"Install rat proof material at base of exterior door. (13-196-530 D, 7-28-660, 7-28-700)",BL01000,13645684,FAILED,N,COMPLAINT,CONSERVATION,13259 S BRANDON AVE,13259,S,BRANDON,AVE,542378,,41.65376857,-87.545766956,"(41.65376857022847, -87.54576695566575)",2022,01,12
6732734,05/01/2023,01/13/2022,EV1110,COMPLIED,04/28/2023,MAINTAIN OR REPAIR ELECT ELEVA,,REPLACE MISSING TOE GUARD ON ELEVATOR #1,"Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",403526,13645589,FAILED,N,PERIODIC,ELEVATOR,5401 S CORNELL AVE,5401,S,CORNELL,AVE,18850,61.0,41.798051127,-87.585332496,"(41.79805112698375, -87.58533249577992)",2022,01,13
6732844,01/12/2022,01/12/2022,CN103015,OPEN,,REPAIR FLOOR,INTERIOR:001 :,1ST FLOOR/KITCHEN - FLOOR TILES - BROKEN,"Failed to maintain floor free from holes and wide cracks and free from loose, warped, protruding or rotting floor boards.  (13-196-540(a) and (b))",BL01000,13645703,FAILED,N,COMPLAINT,CONSERVATION,8724 S ESSEX AVE,8724,S,ESSEX,AVE,465379,,41.736425373,-87.563776085,"(41.73642537312045, -87.56377608487081)",2022,01,12
6733066,06/16/2023,01/14/2022,CN138066,OPEN,,DEMO DEBRIS,EXTERIOR:W   :,"WEST, EAST, NORTH ELEVATIONS - BROKEN DOORS, BAGS OF CONCRETE MIX, SINK, AND OTHER CONSTRUCTION MATERIALS THROUGHOUT.",Remove debris from demolition. (13-124-110),60527,14108857,FAILED,N,COMPLAINT,CONSERVATION,7324 S DREXEL AVE,7324,S,DREXEL,AVE,405205,,41.761553438,-87.603174547,"(41.76155343803985, -87.60317454714102)",2022,01,14
6733090,01/14/2022,01/14/2022,CN190019,OPEN,,ARRANGE PREMISE INSPECTION,"OTHER   :    :BUILDING,","NO RESPONSE; NO ENTRY.  UNABLE TO INSPECT INTERIOR, STAIRWELLS, APARTMENTS, AND BASEMENT.  UNVERIFIED DETECTORS AND CONDITIONS.",Arrange for inspection of premises. (13-12-100),BL01000,13645824,FAILED,N,COMPLAINT,CONSERVATION,5436 S AUSTIN AVE,5436,S,AUSTIN,AVE,24346,,41.793088747,-87.772229362,"(41.79308874664365, -87.7722293622918)",2022,01,14
6732537,05/24/2022,01/11/2022,EV1110,COMPLIED,05/20/2022,MAINTAIN OR REPAIR ELECT ELEVA,,EAST PASSENGER: REPAIR EMERGENCY PHONE,"Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",385618,13645382,PASSED,N,PERIODIC,ELEVATOR,5011 W 47TH ST,5011,W,47TH,ST,327184,,41.807441243,-87.748566779,"(41.80744124347397, -87.74856677904253)",2022,01,11
6732851,01/12/2022,01/12/2022,CN079014,OPEN,,REPAIR/REBUILD GARAGE OR SHED,EXTERIOR:W   :,GARAGE - ALL DOORS AND WINDOWS BOARDED; WEEDS ALONGSIDE GARAGE,"Failed to maintain garage in sound condition and repair.  (13-196-530, 13-196-641)",BL01000,13645703,FAILED,N,COMPLAINT,CONSERVATION,8724 S ESSEX AVE,8724,S,ESSEX,AVE,465379,,41.736425373,-87.563776085,"(41.73642537312045, -87.56377608487081)",2022,01,12
6732773,01/12/2022,01/12/2022,CN070014,OPEN,,REPAIR EXTERIOR STAIR,EXTERIOR:N   :,"FRONT PORCH - FOUNDATION STATUS UNKNOWN; 2X8 JOISTS SPACED 20"" ON CENTER; STRINGERS INADEQUATELY SUPPORTED AT COLUMNS; STAIRS LEANING; LOOSE, WEAK DECK @ NW CORNER; DECKBOARDS BUCKLING; RAIL HEIGHT ONLY 35 3/4""; LOOSE SPINDLE AT 1ST FLOOR RAIL; PAINT PEELING THROUGHOUT.  PERMIT REQUIRED TO REPAIR FRONT PORCH.","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)",BL01000,13645656,FAILED,N,COMPLAINT,CONSERVATION,1527 W 107TH ST,1527,W,107TH,ST,515437,,41.699299013,-87.661584919,"(41.699299013141, -87.66158491884683)",2022,01,12
6732515,01/18/2022,01/14/2022,EV1110,OPEN,,MAINTAIN OR REPAIR ELECT ELEVA,,INSTALL PIT LADDERS AND LIGHTING BOTH ELEVATORS,"Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",BL00957,11657069,FAILED,N,PERIODIC,ELEVATOR,707 W JUNIOR TER,707,W,JUNIOR,TER,10124,,41.960880723,-87.647817476,"(41.960880722763825, -87.64781747586154)",2022,01,14
6732608,01/14/2022,01/14/2022,CN061014,OPEN,,REPAIR EXTERIOR WALL,OTHER   :    :OTHER,EAST ELEVATION / EXTERIOR WALL AT UPPER CORNERS OF WINDOW OPENINGS. - MASONRY FRACTURES.,"Failed to maintain the exterior walls of a building or structure free from holes, breaks, loose or rotting boards or timbers and any other conditions which might admit rain or dampness to the walls.  (13-196-530(b), 13-196-641)",371335,13645429,FAILED,N,COMPLAINT,CONSERVATION,4332 S ROCKWELL ST,4332,S,ROCKWELL,ST,312779,,41.814626143,-87.689644866,"(41.814626142728684, -87.68964486610865)",2022,01,14
6732597,01/14/2022,01/14/2022,CN079014,OPEN,,REPAIR/REBUILD GARAGE OR SHED,OTHER   :    :OTHER,EAST ELEVATION / FRAME GARAGE / SIDING -MISSING AT SPOTS WITH HOLES. OVERHEAD DOOR -  GAP AT BOTTOM ( RODENT ENTRY POINT ). WOOD ROOF EAVES - ROTTING WITH HOLES.,"Failed to maintain garage in sound condition and repair.  (13-196-530, 13-196-641)",371335,13645427,FAILED,N,COMPLAINT,CONSERVATION,5641 S CAMPBELL AVE,5641,S,CAMPBELL,AVE,350332,,41.790776377,-87.686247373,"(41.79077637686198, -87.68624737275451)",2022,01,14
6732847,01/12/2022,01/12/2022,NC3022,OPEN,,ADDITIONAL EXIT,INTERIOR:-1  :,BASEMENT APARTMENT - ONLY ONE MODE OF EGRESS,"Provide additional means of egress. (13-196-050, 13-160-050)",BL01000,13645703,FAILED,N,COMPLAINT,CONSERVATION,8724 S ESSEX AVE,8724,S,ESSEX,AVE,465379,,41.736425373,-87.563776085,"(41.73642537312045, -87.56377608487081)",2022,01,12
6732746,06/09/2022,01/14/2022,EV1101,COMPLIED,06/08/2022,STOP OPERATING UNSAFE ELEVATOR,,ELEVATOR USING TWO(2) TEMPORARY MOTORS FOR HOISTING. NO PERMIT OR INSPECTION NOR APPLICATION FOR TEMPORARY OPERATION ON FILE.,"Failed to stop operating unsafe elevator immediately upon receipt of notice from Building Commissioner. (13-20-130, 18-30-450, 18-30-100, ASME A17.1-2007 8.6.1.2.2)",371001,13645595,PASSED,N,COMPLAINT,ELEVATOR,1700 S CANAL ST,1700,S,CANAL,ST,26653,,41.85880072,-87.639119948,"(41.85880071974793, -87.63911994801212)",2022,01,14
6733676,01/19/2022,01/05/2022,CN190019,OPEN,,ARRANGE PREMISE INSPECTION,,,Arrange for inspection of premises. (13-12-100),381406,13646185,FAILED,N,COMPLAINT,PLUMBING,918 W LELAND AVE,918,W,LELAND,AVE,173130,34.0,41.967408375,-87.653511327,"(41.967408374896365, -87.65351132739714)",2022,01,05
6733858,07/26/2022,01/14/2022,EL0029,OPEN,,EXPOSED WIRING,OTHER   :    :OTHER,THE 1ST FLOOR LIVING ROOM CEILING LIGHT IS HANGING BY IYTS WIRTES. DANGEROUS AND HAZARDOUS.,Remove exposed wiring. (18-27-300.4),BL01037,13847661,FAILED,N,COMPLAINT,CONSERVATION,5033 W WASHINGTON BLVD,5033,W,WASHINGTON,BLVD,33383,,41.881625432,-87.751556765,"(41.881625432132495, -87.75155676497634)",2022,01,14
6726402,01/19/2022,01/03/2022,VT1010,COMPLIED,01/19/2022,ARRANGE COMPLETED PERMIT INSP.,,,"Arrange mechanical ventilation or warm air heating system final inspection when work completed. (13-12-100, 13-176-310, 13-184-140)",010227,13640258,PASSED,N,PERMIT,VENTILATION,1824 W 46TH ST,1824,W,46TH,ST,18198,,41.810478002,-87.671038033,"(41.81047800159039, -87.67103803266198)",2022,01,03
6727183,01/19/2022,01/04/2022,PL151137,COMPLIED,01/19/2022,OPEN,,,,BL00896,13640889,PASSED,N,PERMIT,PLUMBING,1300 W 107TH ST,1300,W,107TH,ST,505430,,41.699613387,-87.654774037,"(41.6996133872093, -87.65477403703728)",2022,01,04
6730216,01/11/2022,01/11/2022,PL231010,OPEN,,EXPOSE FOR INSPECT APPROVAL,,,Expose plumbing system for inspection and approval. (18-29-312.1 thru 312.8),290668,13643542,FAILED,N,PERMIT,PLUMBING,2721 W MELROSE ST,2721,W,MELROSE,ST,132119,,41.940143319,-87.696112465,"(41.94014331869264, -87.6961124645494)",2022,01,11
6730911,01/19/2022,01/12/2022,VT1010,COMPLIED,01/19/2022,ARRANGE COMPLETED PERMIT INSP.,,,"Arrange mechanical ventilation or warm air heating system final inspection when work completed. (13-12-100, 13-176-310, 13-184-140)",010227,13644218,PASSED,N,PERMIT,VENTILATION,9616 S BISHOP ST,9616,S,BISHOP,ST,628928,,41.718957058,-87.658831297,"(41.718957057654706, -87.65883129721581)",2022,01,12
6731621,01/19/2022,01/13/2022,EV1110,OPEN,,MAINTAIN OR REPAIR ELECT ELEVA,,ELEVATOR G: STENCIL LANDING NUMBER ON BLIND HOISTWAY SHAFT BOARD,"Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",425425,13646056,FAILED,N,PERMIT,ELEVATOR,10 S LA SALLE ST,10,S,LA SALLE,ST,14326,,41.881674757,-87.632504189,"(41.88167475683708, -87.63250418895821)",2022,01,13
6731622,01/19/2022,01/13/2022,EV1110,OPEN,,MAINTAIN OR REPAIR ELECT ELEVA,,ELEVATOR G: PROVIDE DISCONNECT SOURCE FEED LABEL FOR MAIN LINE AND CAB LIGHTING DISCONNECTS,"Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",425425,13646056,FAILED,N,PERMIT,ELEVATOR,10 S LA SALLE ST,10,S,LA SALLE,ST,14326,,41.881674757,-87.632504189,"(41.88167475683708, -87.63250418895821)",2022,01,13
6731625,01/19/2022,01/13/2022,EV1110,OPEN,,MAINTAIN OR REPAIR ELECT ELEVA,,ELEVATOR G: SHORTEN CABLES TO ALLOW FOR ACCEPTABLE TOLERANCES BETWEEN THE BUFFER AND COUNTERWEIGHT,"Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)",425425,13646056,FAILED,N,PERMIT,ELEVATOR,10 S LA SALLE ST,10,S,LA SALLE,ST,14326,,41.881674757,-87.632504189,"(41.88167475683708, -87.63250418895821)",2022,01,13
6733645,01/14/2022,01/14/2022,CN132046,OPEN,,SAFE WORKING CONDITIONS,OTHER   :    :OTHER,THE FURNACE FOR THIS SINGLE FAMILY HOME RENTAL IS INOPERABLE.,"Provide and maintain every facility, piece of equipment, or utility in safe and sound working condition. (13-196-400, 13-196-440)",BL00685,13646189,FAILED,N,COMPLAINT,CONSERVATION,8340 S PAXTON AVE,8340,S,PAXTON,AVE,450081,,41.743177444,-87.571116336,"(41.743177444276284, -87.57111633575445)",2022,01,14
6733908,01/14/2022,01/14/2022,CN132016,OPEN,,HEAT UNIT ADEQUATELY,OTHER   :    :OTHER,THIS HOUSE WAS 43 DEGREES ON THE INSIDE ON 1/14/2022 @ 1:20 PM.,Heat dwelling unit adequately from September 15th to June 1st. (13-196-410),BL00685,13646285,FAILED,N,COMPLAINT,CONSERVATION,5010 S CARPENTER ST,5010,S,CARPENTER,ST,320269,,41.802945372,-87.65159917,"(41.80294537180868, -87.65159917044608)",2022,01,14
6733809,01/19/2022,01/12/2022,NC2081,OPEN,,SUBMIT ARCHITECTURAL PLANS,,ROOF RAFTERS ARE 2X4 AT 24' ON CENTER WINDOWS & DOORS MISSING HEADERS,"Submit for approval plans prepared, signed, and sealed by licensed architect or licensed engineer and obtain permit for all but emergency repairs. (13-32-010, 13-40-010, 13-40-020)",BL00258,13646258,FAILED,N,COMPLAINT,NEW CONSTRUCTION,8742 S NORMAL AVE,8742,S,NORMAL,AVE,467679,,41.734654733,-87.636426784,"(41.734654733329066, -87.63642678400237)",2022,01,12
6733802,01/19/2022,01/12/2022,NC2011,OPEN,,PLANS & PERMITS REQ - CONTRCTR,,INTERIOR ALTERATIONS REMOVED INTERIOR PARTITIONS AND ALL MEP EQUIPMENT INSTALLING NEW FLOOR & CEILING JOISTS,"Performed or allowed work to be performed without submitting plans prepared, signed and sealed by a licensed architect or registered structural engineer for approval and without obtaining a permit to perform the work.  (13-32-010, 13-32-040, 13-40-020, 13-12-050)",BL00258,13646253,FAILED,N,COMPLAINT,NEW CONSTRUCTION,7811 S CALUMET AVE,7811,S,CALUMET,AVE,416284,51.0,41.752540514,-87.616424831,"(41.752540513920565, -87.61642483144776)",2022,01,12
6733542,01/13/2022,01/13/2022,RF301011,OPEN,,OBTAIN REFRIGERATION PERMIT,BUILDING,"FOR ONE MULTISTACK 22O TON CHILLER LOCATED IN PENTHOUSE, R134A-290 LBS, TWO TURBOCOR COMPRESSORS,WATER COOLED AND SELF CONTAINED . PERMIT #100909310 WAS VOIDED FOR NON PAYMENT.  PERMIT ONE VALENT 60 TON MAU UNIT LOCATED ON ROOF, R410A, FOUR COMPRESSORS, AIR COOLED AND SELF CONTAINED.","Obtain permit for refrigeration/air conditioning system. (13-192-720, 13-192-730)",CN00078,13490644,FAILED,N,PERIODIC,REFRIGERATION,21 W GOETHE ST,21,W,GOETHE,ST,4245,,41.905697826,-87.629704561,"(41.905697826047046, -87.62970456095644)",2022,01,13
6733641,01/14/2022,01/14/2022,CN197079,OPEN,,REPAIR/REPLACE SMOKE DETECTORS,OTHER   :    :OTHER,THIS HOUSE HAS ONLY 1 SMOKE DETECTOR AND IT IS INOPERABLE.,"Repair or replace defective or out of service smoke detectors and operate continuously. (13-196-130, 13-196-140)",BL00685,13646189,FAILED,N,COMPLAINT,CONSERVATION,8340 S PAXTON AVE,8340,S,PAXTON,AVE,450081,,41.743177444,-87.571116336,"(41.743177444276284, -87.57111633575445)",2022,01,14
6733907,01/14/2022,01/14/2022,CN104075,OPEN,,WINDOW REPAIR FOR AIR SEEPAGE,OTHER   :    :OTHER,ALL OF THE WINDOWS AND DOORS ARE DAMAGED / DRAFTY ... NOT WEATHER TIGHT.,Failed to maintain windows in relation to the adjacent wall construction as to completely exclude rain and substantially exclude wind from entering the premises.  (13-196-550(f)),BL00685,13646285,FAILED,N,COMPLAINT,CONSERVATION,5010 S CARPENTER ST,5010,S,CARPENTER,ST,320269,,41.802945372,-87.65159917,"(41.80294537180868, -87.65159917044608)",2022,01,14
6733808,01/19/2022,01/12/2022,NC2011,OPEN,,PLANS & PERMITS REQ - CONTRCTR,,REMOVED ALL INTERIOR PARTITIONS BUILDING NEW PARTITIONS IN BASEMENT FIRST FLOOR AND ATTIC BUILT A ONE STORY REAR ADDITION BUILDING A 25'X25' WOOD DECK AT REAR BUILT FRONT CONCRETE STAIRS LARGER THAN EXISTING,"Performed or allowed work to be performed without submitting plans prepared, signed and sealed by a licensed architect or registered structural engineer for approval and without obtaining a permit to perform the work.  (13-32-010, 13-32-040, 13-40-020, 13-12-050)",BL00258,13646258,FAILED,N,COMPLAINT,NEW CONSTRUCTION,8742 S NORMAL AVE,8742,S,NORMAL,AVE,467679,,41.734654733,-87.636426784,"(41.734654733329066, -87.63642678400237)",2022,01,12
6733675,01/19/2022,01/05/2022,CN076034,OPEN,,REPAIR GUTTER,,THE ROOF GUTTERS ARE FULL OF DEBRIS.,"Failed to maintain roof gutters in good repair and working condition.  (13-196-590, 13-196-630(b), 13-196-641, 18-29-1101, 18-29-1105, 18-29-1106)",381406,13646185,FAILED,N,COMPLAINT,PLUMBING,918 W LELAND AVE,918,W,LELAND,AVE,173130,34.0,41.967408375,-87.653511327,"(41.967408374896365, -87.65351132739714)",2022,01,05
6733789,01/19/2022,01/13/2022,NC2022,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP WORK UNTIL PERMIT IS OBTAINED SECTION 14A-4-411,Violation:,BL00258,13646248,FAILED,N,COMPLAINT,NEW CONSTRUCTION,1826 S SPRINGFIELD AVE,1826,S,SPRINGFIELD,AVE,274198,,41.85624064,-87.72253057,"(41.8562406396294, -87.72253057025262)",2022,01,13
